trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.35, 'e': 0.897}",20,0,-18.696177447084334,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
2,False,"{'a': 0.35, 'e': 0.894}",25,15,5.287301848855851,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.35, 'e': 0.891}",25,14,-111.9112080115155,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 2}",1
4,False,"{'a': 0.35, 'e': 0.888}",25,0,-89.33866740783459,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
5,False,"{'a': 0.35, 'e': 0.885}",25,0,-82.63818788716598,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
6,False,"{'a': 0.35, 'e': 0.882}",25,0,-82.98440725744742,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
7,False,"{'a': 0.35, 'e': 0.879}",30,0,-180.96759278640798,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
8,False,"{'a': 0.35, 'e': 0.876}",20,0,-186.0472572946443,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
9,False,"{'a': 0.35, 'e': 0.873}",30,0,-63.21397767379746,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
10,False,"{'a': 0.35, 'e': 0.87}",20,0,-177.35798535692453,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
11,False,"{'a': 0.35, 'e': 0.867}",20,0,-92.2950402520914,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.35, 'e': 0.864}",20,10,4.3359365988516005,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
13,False,"{'a': 0.35, 'e': 0.861}",20,0,-43.72944483963373,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
14,False,"{'a': 0.35, 'e': 0.858}",25,0,-58.47218795643504,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
15,False,"{'a': 0.35, 'e': 0.855}",25,7,-75.26996173657963,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
16,False,"{'a': 0.35, 'e': 0.852}",20,0,-221.67326273023372,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
17,False,"{'a': 0.35, 'e': 0.849}",25,0,-83.01266198841891,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
18,False,"{'a': 0.35, 'e': 0.846}",20,0,-116.20408629790313,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
19,False,"{'a': 0.35, 'e': 0.843}",20,14,-11.97440847388042,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
20,False,"{'a': 0.35, 'e': 0.84}",20,0,-65.7005312058101,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
21,False,"{'a': 0.35, 'e': 0.837}",20,0,-117.571879543481,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
22,False,"{'a': 0.35, 'e': 0.834}",20,0,-113.81824963608837,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
23,False,"{'a': 0.35, 'e': 0.831}",25,0,-15.597403222077137,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
24,False,"{'a': 0.35, 'e': 0.828}",30,0,-73.11406147561271,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
25,False,"{'a': 0.35, 'e': 0.825}",20,12,15.032984240780422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.35, 'e': 0.822}",20,0,-33.78178747909541,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.35, 'e': 0.819}",25,10,-45.904468245085724,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 0}",1
28,False,"{'a': 0.35, 'e': 0.816}",20,16,9.422381680861609,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.35, 'e': 0.813}",20,11,-38.14470986449596,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
30,False,"{'a': 0.35, 'e': 0.8099999999999999}",25,0,-83.87942785095578,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
31,False,"{'a': 0.35, 'e': 0.8069999999999999}",20,2,-17.242311912125817,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
32,False,"{'a': 0.35, 'e': 0.8039999999999999}",25,0,-28.052241451038743,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
33,False,"{'a': 0.35, 'e': 0.8009999999999999}",25,0,-51.15338912692035,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.35, 'e': 0.7979999999999999}",20,0,-134.63111098728075,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
35,False,"{'a': 0.35, 'e': 0.7949999999999999}",25,0,-30.315659699321955,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
36,False,"{'a': 0.35, 'e': 0.7919999999999999}",25,0,-59.980189445713975,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.35, 'e': 0.7889999999999999}",25,0,-93.26241371723881,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
38,False,"{'a': 0.35, 'e': 0.7859999999999999}",35,0,-138.18259113666107,"{0: 24, 1: 2, 2: 6, 3: 1, 4: 2}",0
39,False,"{'a': 0.35, 'e': 0.7829999999999999}",25,4,-119.31460870085269,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 2}",1
40,False,"{'a': 0.35, 'e': 0.7799999999999999}",20,0,-76.51261221738436,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
41,False,"{'a': 0.35, 'e': 0.7769999999999999}",25,0,-118.16684191556006,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
42,False,"{'a': 0.35, 'e': 0.7739999999999999}",25,0,-77.44264132894627,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.35, 'e': 0.7709999999999999}",20,0,-107.24043231898783,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
44,False,"{'a': 0.35, 'e': 0.7679999999999999}",20,0,-128.3348021079845,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
45,False,"{'a': 0.35, 'e': 0.7649999999999999}",25,8,-56.33770758807094,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
46,False,"{'a': 0.35, 'e': 0.7619999999999999}",25,0,-51.054383512805245,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.35, 'e': 0.7589999999999999}",20,0,-80.08917786314835,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.35, 'e': 0.7559999999999999}",25,0,-85.98839343168967,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
49,False,"{'a': 0.35, 'e': 0.7529999999999999}",35,0,-66.76213902748948,"{0: 25, 1: 3, 2: 6, 3: 1, 4: 0}",0
50,False,"{'a': 0.35, 'e': 0.7499999999999999}",25,0,-126.96739686826753,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
51,False,"{'a': 0.35, 'e': 0.7469999999999999}",25,0,-141.93664523641732,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
52,False,"{'a': 0.35, 'e': 0.7439999999999999}",20,0,-152.41513586329523,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
53,False,"{'a': 0.35, 'e': 0.7409999999999999}",25,0,-123.57831058200934,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
54,False,"{'a': 0.35, 'e': 0.7379999999999999}",20,0,-56.13177549294227,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.35, 'e': 0.7349999999999999}",25,0,-26.070070804390923,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
56,False,"{'a': 0.35, 'e': 0.7319999999999999}",20,0,7.504271918002708,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
57,False,"{'a': 0.35, 'e': 0.7289999999999999}",30,0,-171.93933752615143,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
58,False,"{'a': 0.35, 'e': 0.7259999999999999}",25,0,-43.22695971114361,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
59,False,"{'a': 0.35, 'e': 0.7229999999999999}",25,4,-24.124573802716377,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
60,False,"{'a': 0.35, 'e': 0.7199999999999999}",25,0,-83.28640950826716,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
61,False,"{'a': 0.35, 'e': 0.7169999999999999}",20,16,9.587092256235318,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.35, 'e': 0.7139999999999999}",30,16,-48.09072005639495,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
63,False,"{'a': 0.35, 'e': 0.7109999999999999}",25,0,-90.67748432530186,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
64,False,"{'a': 0.35, 'e': 0.7079999999999999}",25,12,13.599665653686682,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.35, 'e': 0.7049999999999998}",20,6,-28.16059712193257,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
66,False,"{'a': 0.35, 'e': 0.7019999999999998}",20,0,-61.13419386634796,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
67,False,"{'a': 0.35, 'e': 0.6989999999999998}",20,14,-0.6545017945874771,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.35, 'e': 0.6959999999999998}",25,0,-133.24448520286157,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
69,False,"{'a': 0.35, 'e': 0.6929999999999998}",25,0,-80.59517490622963,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.35, 'e': 0.6899999999999998}",20,0,-55.54262670879946,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
71,False,"{'a': 0.35, 'e': 0.6869999999999998}",25,10,9.831621628347266,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.35, 'e': 0.6839999999999998}",20,0,-60.7391698632576,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.35, 'e': 0.6809999999999998}",20,0,0.8483896003006225,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.35, 'e': 0.6779999999999998}",35,0,-54.277712033040274,"{0: 28, 1: 3, 2: 3, 3: 0, 4: 1}",0
75,False,"{'a': 0.35, 'e': 0.6749999999999998}",35,21,-23.894035437580538,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.35, 'e': 0.6719999999999998}",20,0,-71.94859614750794,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.35, 'e': 0.6689999999999998}",20,6,-9.46789045289005,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.35, 'e': 0.6659999999999998}",30,0,-217.62092138620508,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
79,False,"{'a': 0.35, 'e': 0.6629999999999998}",20,6,-4.349205450068268,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.35, 'e': 0.6599999999999998}",30,20,-0.33985500704258254,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.35, 'e': 0.6569999999999998}",20,13,10.929459269718294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.35, 'e': 0.6539999999999998}",20,0,-22.926940805544017,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
83,False,"{'a': 0.35, 'e': 0.6509999999999998}",35,21,-17.355667796850447,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.35, 'e': 0.6479999999999998}",20,3,-81.59436507553889,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
85,False,"{'a': 0.35, 'e': 0.6449999999999998}",35,14,-127.83422748397922,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 3}",1
86,False,"{'a': 0.35, 'e': 0.6419999999999998}",20,0,-36.50573926921771,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
87,False,"{'a': 0.35, 'e': 0.6389999999999998}",25,4,-126.961238545091,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 2}",1
88,False,"{'a': 0.35, 'e': 0.6359999999999998}",30,4,-38.81837986161874,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.35, 'e': 0.6329999999999998}",35,18,5.351655085947311,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.35, 'e': 0.6299999999999998}",25,10,-65.18789648100568,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
91,False,"{'a': 0.35, 'e': 0.6269999999999998}",35,0,19.55227797843063,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.35, 'e': 0.6239999999999998}",25,1,-77.18543129173443,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 2}",1
93,False,"{'a': 0.35, 'e': 0.6209999999999998}",25,0,-61.28443161433581,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
94,False,"{'a': 0.35, 'e': 0.6179999999999998}",20,0,-49.73633517798531,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.35, 'e': 0.6149999999999998}",20,12,-3.1656566088453713,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.35, 'e': 0.6119999999999998}",20,3,-25.655619390843295,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
97,False,"{'a': 0.35, 'e': 0.6089999999999998}",20,13,4.385571783749301,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.35, 'e': 0.6059999999999998}",20,11,-7.579956058289282,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.35, 'e': 0.6029999999999998}",20,0,-9.017438561211272,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
100,False,"{'a': 0.35, 'e': 0.5999999999999998}",25,6,4.664944991610554,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.35, 'e': 0.5969999999999998}",20,11,20.72239427624745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
